39, State-gov, 77516, 4, 13, Never-married, Adm-clerical, Not-in-family, White, Male, 2174, 0, 40, United-States, 0
32, Private, 146154, 8, 9, Married-civ-spouse, Sales, Wife, White, Female, 0, 0, 40, United-States, 0
41, Private, 198196, 8, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 40, United-States, 0
30, Private, 79712, 4, 13, Married-civ-spouse, Prof-specialty, Husband, Other, Male, 0, 0, 40, United-States, 0
54, Self-emp-not-inc, 154785, 4, 13, Divorced, Exec-managerial, Not-in-family, White, Male, 0, 0, 50, United-States, 0
33, Private, 182423, 8, 9, Divorced, Other-service, Unmarried, Black, Male, 0, 0, 40, United-States, 0
34, Private, 118584, 4, 13, Never-married, Exec-managerial, Not-in-family, White, Female, 0, 0, 40, United-States, 0
45, Private, 197418, 7, 10, Divorced, Adm-clerical, Not-in-family, White, Female, 0, 0, 48, United-States, 0
21, Private, 253190, 8, 9, Never-married, Other-service, Own-child, White, Male, 0, 0, 40, United-States, 0
25, Private, 192273, 4, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, 0
38, Private, 129573, 8, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 41, United-States, 0
17, Private, 173807, 10, 7, Never-married, Craft-repair, Own-child, White, Female, 0, 0, 15, United-States, 0
35, Private, 217893, 8, 9, Divorced, Sales, Not-in-family, White, Female, 0, 0, 30, United-States, 0
38, Private, 102938, 4, 13, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, 0
48, Local-gov, 407495, 6, 12, Married-civ-spouse, Protective-serv, Husband, White, Male, 0, 0, 56, United-States, 1
25, Private, 50053, 8, 9, Never-married, Other-service, Not-in-family, Black, Male, 0, 0, 40, Japan, 0
57, Private, 233382, 3, 14, Never-married, Exec-managerial, Not-in-family, White, Male, 0, 0, 40, Cuba, 0
32, Private, 270968, 4, 13, Divorced, Exec-managerial, Not-in-family, White, Female, 0, 0, 50, United-States, 1
39, Local-gov, 272166, 4, 13, Separated, Prof-specialty, Not-in-family, Black, Male, 0, 0, 30, United-States, 0
23, Private, 199915, 4, 13, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 35, United-States, 0
21, Private, 305781, 8, 9, Never-married, Handlers-cleaners, Unmarried, White, Male, 0, 0, 45, United-States, 0
47, Private, 107682, 8, 9, Divorced, Adm-clerical, Unmarried, White, Female, 0, 0, 48, United-States, 0
25, Private, 188507, 13, 4, Never-married, Machine-op-inspct, Other-relative, White, Female, 0, 0, 40, Dominican-Republic, 0
41, Federal-gov, 197069, 7, 10, Married-spouse-absent, Adm-clerical, Not-in-family, Black, Male, 4650, 0, 40, United-States, 0
19, Private, 177839, 8, 9, Never-married, Other-service, Own-child, White, Female, 0, 0, 15, United-States, 0
24, Private, 77665, 8, 9, Never-married, Craft-repair, Not-in-family, White, Male, 0, 0, 42, United-States, 0
57, Private, 127728, 4, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 15024, 0, 50, United-States, 1
32, Private, 106742, 8, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 40, United-States, 0
28, Self-emp-not-inc, 192838, 5, 11, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 45, United-States, 0
40, Private, 79531, 4, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 75, United-States, 1
21, State-gov, 337766, 7, 10, Never-married, Prof-specialty, Own-child, White, Male, 0, 0, 20, United-States, 0
45, Self-emp-not-inc, 33234, 4, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, 1
55, Private, 176904, 11, 6, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 50, United-States, 0
42, Private, 172148, 7, 10, Married-civ-spouse, Adm-clerical, Husband, Black, Male, 0, 0, 40, United-States, 0
49, Private, 199058, 8, 9, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 38, United-States, 0
38, Private, 48093, 8, 9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 40, United-States, 0
50, Private, 143664, 4, 13, Never-married, Exec-managerial, Not-in-family, White, Male, 0, 0, 40, United-States, 0
47, Private, 168337, 8, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 48, United-States, 1
39, Private, 230329, 4, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, Canada, 1
42, Private, 376072, 8, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 30, United-States, 0
32, Private, 430175, 8, 9, Divorced, Craft-repair, Other-relative, Black, Female, 0, 0, 50, United-States, 0
44, Federal-gov, 240628, 6, 12, Divorced, Exec-managerial, Not-in-family, White, Female, 2354, 0, 40, United-States, 0
50, Self-emp-inc, 158294, 2, 15, Married-civ-spouse, Prof-specialty, Husband, White, Male, 99999, 0, 80, United-States, 1
55, Private, 28735, 8, 9, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female, 0, 0, 45, United-States, 0
37, Private, 167482, 8, 9, Never-married, Machine-op-inspct, Own-child, White, Male, 0, 0, 40, United-States, 0
59, Private, 113203, 8, 9, Divorced, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, 0
56, Private, 103948, 10, 7, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 40, United-States, 0
33, Self-emp-not-inc, 310525, 9, 8, Never-married, Craft-repair, Not-in-family, Black, Male, 0, 0, 32, United-States, 0
35, Private, 105138, 4, 13, Married-civ-spouse, Tech-support, Husband, White, Male, 0, 0, 40, United-States, 1
44, Private, 153489, 8, 9, Never-married, Other-service, Unmarried, White, Male, 0, 0, 40, United-States, 0
57, State-gov, 254949, 8, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, 1
31, Private, 118149, 7, 10, Never-married, Exec-managerial, Not-in-family, Black, Female, 0, 0, 40, United-States, 0
18, Private, 267965, 10, 7, Never-married, Sales, Not-in-family, White, Female, 0, 0, 15, United-States, 0
43, Private, 50646, 8, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 70, United-States, 0
33, Private, 147700, 8, 9, Married-civ-spouse, Craft-repair, Husband, Other, Male, 0, 0, 40, United-States, 0
18, Private, 446771, 7, 10, Never-married, Adm-clerical, Own-child, White, Male, 0, 0, 25, United-States, 0
47, Private, 168262, 4, 13, Never-married, Adm-clerical, Own-child, White, Male, 0, 0, 40, United-States, 0
53, Private, 117058, 8, 9, Divorced, Other-service, Unmarried, White, Female, 0, 0, 40, United-States, 0
59, Self-emp-not-inc, 140957, 5, 11, Never-married, Exec-managerial, Not-in-family, White, Male, 0, 0, 35, United-States, 1
49, Private, 268234, 11, 6, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, 0
26, Private, 485117, 6, 12, Never-married, Craft-repair, Not-in-family, White, Male, 0, 0, 40, United-States, 0
25, Private, 31350, 8, 9, Never-married, Handlers-cleaners, Not-in-family, White, Male, 0, 0, 60, England, 0
36, State-gov, 210830, 3, 14, Never-married, Prof-specialty, Own-child, White, Female, 0, 0, 30, United-States, 0
29, Private, 196420, 8, 9, Never-married, Exec-managerial, Not-in-family, White, Female, 0, 0, 45, United-States, 0
52, Private, 172165, 11, 6, Divorced, Other-service, Other-relative, White, Female, 0, 0, 25, United-States, 0
50, Self-emp-not-inc, 186565, 4, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 50, United-States, 0
22, Private, 119359, 4, 13, Never-married, Exec-managerial, Own-child, Asian-Pac-Islander, Female, 0, 0, 40, United-States, 0
44, Self-emp-not-inc, 109684, 3, 14, Divorced, Exec-managerial, Unmarried, White, Female, 0, 0, 40, United-States, 0
32, Private, 169589, 5, 11, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 40, United-States, 1
49, Private, 125421, 8, 9, Divorced, Adm-clerical, Unmarried, White, Female, 0, 0, 38, United-States, 0
31, Private, 500002, 15, 2, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 45, Mexico, 0
33, Private, 224141, 8, 9, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 40, United-States, 0
50, Private, 113290, 8, 9, Married-civ-spouse, Sales, Wife, White, Female, 0, 0, 15, United-States, 0
26, Private, 58098, 7, 10, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 1974, 40, United-States, 0
55, Private, 198145, 4, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 7298, 0, 40, United-States, 1
49, Federal-gov, 35406, 8, 9, Widowed, Exec-managerial, Not-in-family, White, Female, 0, 0, 20, United-States, 0
22, Private, 199419, 8, 9, Married-civ-spouse, Sales, Wife, White, Female, 0, 0, 40, United-States, 0
43, Private, 145441, 4, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 38, United-States, 1
58, Private, 238438, 7, 10, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 42, United-States, 0
48, State-gov, 212954, 3, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 15024, 0, 40, United-States, 1
21, Private, 56582, 10, 7, Never-married, Other-service, Own-child, White, Male, 0, 0, 50, United-States, 0
67, Local-gov, 176931, 13, 4, Widowed, Other-service, Not-in-family, White, Female, 0, 0, 20, United-States, 0
39, Self-emp-not-inc, 188571, 10, 7, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 40, United-States, 0
52, Federal-gov, 312500, 5, 11, Divorced, Farming-fishing, Not-in-family, White, Female, 0, 0, 40, United-States, 0
25, Private, 278404, 4, 13, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 40, United-States, 0
27, Self-emp-not-inc, 114225, 7, 10, Never-married, Exec-managerial, Not-in-family, White, Male, 0, 0, 60, United-States, 1
18, Private, 184016, 10, 7, Never-married, Sales, Own-child, White, Female, 0, 0, 20, United-States, 0
41, Local-gov, 183009, 8, 9, Married-civ-spouse, Transport-moving, Husband, Black, Male, 0, 0, 40, United-States, 1
59, Private, 205759, 1, 16, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 50, United-States, 0
23, Private, 462294, 6, 12, Never-married, Other-service, Own-child, Black, Male, 0, 0, 44, United-States, 0
42, Private, 102085, 8, 9, Divorced, Other-service, Own-child, White, Female, 0, 0, 15, United-States, 0
54, Self-emp-not-inc, 83311, 2, 15, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 30, United-States, 1
39, Private, 248694, 8, 9, Never-married, Craft-repair, Not-in-family, White, Male, 0, 0, 60, United-States, 0
57, Local-gov, 190747, 12, 5, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 40, United-States, 0
51, Private, 162988, 11, 6, Divorced, Other-service, Unmarried, White, Female, 0, 0, 25, United-States, 0
31, Self-emp-not-inc, 156890, 13, 4, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, 0
24, Private, 310380, 7, 10, Married-spouse-absent, Adm-clerical, Own-child, Black, Female, 0, 0, 45, United-States, 0
35, Private, 172186, 7, 10, Never-married, Craft-repair, Own-child, White, Male, 0, 0, 40, United-States, 0
26, Private, 311497, 4, 13, Never-married, Exec-managerial, Not-in-family, White, Female, 0, 0, 40, United-States, 0
42, Self-emp-inc, 443508, 1, 16, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 45, United-States, 1
31, Private, 152156, 8, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 45, United-States, 0
46, Private, 155890, 4, 13, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 40, United-States, 1
38, State-gov, 312528, 4, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 37, United-States, 0
51, Private, 282744, 4, 13, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 40, Canada, 0
27, Private, 205145, 8, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, 0
22, Private, 401451, 7, 10, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 48, United-States, 1
25, Private, 189027, 4, 13, Never-married, Handlers-cleaners, Own-child, White, Male, 0, 0, 40, United-States, 0
58, Self-emp-not-inc, 35551, 4, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 70, United-States, 1
23, Private, 42706, 7, 10, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 45, United-States, 0
63, Private, 106910, 14, 3, Widowed, Other-service, Other-relative, Asian-Pac-Islander, Female, 0, 0, 19, Philippines, 0
23, Private, 53245, 12, 5, Separated, Other-service, Not-in-family, White, Male, 0, 0, 40, United-States, 0
51, Private, 221672, 3, 14, Married-civ-spouse, Sales, Husband, White, Male, 15024, 0, 50, United-States, 1
75, Private, 71898, 16, 1, Never-married, Priv-house-serv, Not-in-family, Asian-Pac-Islander, Female, 0, 0, 48, Philippines, 0
52, Private, 222107, 7, 10, Divorced, Sales, Unmarried, White, Female, 0, 0, 50, United-States, 0
69, Private, 277588, 8, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 10, United-States, 0
40, Federal-gov, 391744, 8, 9, Never-married, Adm-clerical, Unmarried, Black, Female, 0, 0, 40, United-States, 0
34, Private, 418020, 1, 16, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 50, United-States, 1
21, State-gov, 39236, 7, 10, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 8, United-States, 0
30, Private, 86808, 4, 13, Never-married, Prof-specialty, Other-relative, White, Female, 0, 0, 40, United-States, 0
46, Private, 147640, 14, 3, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male, 0, 1902, 40, United-States, 0
21, Private, 184756, 7, 10, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 16, United-States, 0
44, Private, 191256, 8, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, 0
51, State-gov, 105943, 8, 9, Married-civ-spouse, Adm-clerical, Wife, White, Female, 3908, 0, 40, United-States, 0
40, Private, 101272, 8, 9, Divorced, Adm-clerical, Not-in-family, White, Female, 0, 0, 32, United-States, 0
33, State-gov, 175023, 8, 9, Married-civ-spouse, Protective-serv, Husband, White, Male, 0, 0, 37, United-States, 0
22, Self-emp-not-inc, 357612, 8, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 60, United-States, 0
23, Private, 82777, 8, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 30, United-States, 0
75, Self-emp-not-inc, 218521, 7, 10, Married-spouse-absent, Craft-repair, Not-in-family, White, Male, 0, 0, 30, United-States, 0
55, Private, 179534, 10, 7, Widowed, Handlers-cleaners, Unmarried, White, Female, 0, 0, 40, United-States, 0
45, Private, 148549, 7, 10, Divorced, Craft-repair, Not-in-family, White, Male, 27828, 0, 56, United-States, 1
31, Private, 198069, 8, 9, Never-married, Other-service, Own-child, White, Male, 0, 0, 24, United-States, 0
49, Private, 236586, 8, 9, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 40, United-States, 1
26, Local-gov, 167261, 4, 13, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 40, United-States, 0
61, Private, 160942, 3, 14, Married-civ-spouse, Sales, Husband, White, Male, 3103, 0, 50, United-States, 0
44, Private, 107584, 3, 14, Married-civ-spouse, Adm-clerical, Husband, White, Male, 3908, 0, 50, United-States, 0
28, Local-gov, 251854, 7, 10, Never-married, Adm-clerical, Unmarried, Black, Female, 0, 0, 40, United-States, 0
51, Private, 302579, 8, 9, Divorced, Other-service, Other-relative, Black, Female, 0, 0, 30, United-States, 0
44, Self-emp-inc, 64632, 1, 16, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 60, United-States, 0
24, Private, 83141, 4, 13, Never-married, Exec-managerial, Not-in-family, White, Male, 0, 0, 40, United-States, 0
46, Self-emp-inc, 326048, 7, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, 1
36, Private, 83471, 8, 9, Widowed, Other-service, Unmarried, Asian-Pac-Islander, Female, 0, 0, 20, United-States, 0
23, Private, 170070, 9, 8, Never-married, Other-service, Not-in-family, White, Female, 0, 0, 38, United-States, 0
25, Private, 207875, 13, 4, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 40, Mexico, 0
48, Private, 119722, 7, 10, Married-civ-spouse, Sales, Husband, Black, Male, 0, 0, 8, United-States, 0
18, Private, 335665, 10, 7, Never-married, Other-service, Other-relative, Black, Female, 0, 0, 24, United-States, 0
25, Private, 212522, 8, 9, Never-married, Craft-repair, Other-relative, White, Male, 0, 0, 40, United-States, 0
19, Private, 42069, 8, 9, Never-married, Transport-moving, Own-child, White, Male, 2176, 0, 45, United-States, 0
33, Private, 236396, 8, 9, Never-married, Adm-clerical, Own-child, White, Male, 0, 0, 35, United-States, 0
42, Private, 159911, 8, 9, Divorced, Other-service, Unmarried, White, Female, 0, 0, 40, United-States, 0
22, Private, 133833, 7, 10, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 40, United-States, 0
36, Private, 226947, 4, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, 1
33, Private, 174201, 8, 9, Never-married, Handlers-cleaners, Own-child, White, Male, 0, 0, 40, United-States, 0
34, Self-emp-not-inc, 49707, 8, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 70, United-States, 0
33, Private, 201988, 3, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 45, United-States, 0
62, Self-emp-not-inc, 162347, 2, 15, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 15, United-States, 1
30, Private, 182833, 7, 10, Never-married, Exec-managerial, Own-child, Black, Female, 0, 0, 40, United-States, 0
22, Private, 383603, 7, 10, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 40, United-States, 0
34, Private, 70466, 5, 11, Divorced, Craft-repair, Not-in-family, White, Male, 0, 0, 40, United-States, 0
43, Private, 184846, 8, 9, Widowed, Machine-op-inspct, Unmarried, White, Female, 0, 0, 60, United-States, 0
25, Private, 176756, 4, 13, Never-married, Craft-repair, Own-child, White, Male, 0, 0, 40, United-States, 0
35, Private, 112512, 8, 9, Widowed, Other-service, Own-child, White, Female, 0, 0, 40, United-States, 0
28, Private, 137296, 6, 12, Never-married, Other-service, Not-in-family, Black, Female, 0, 0, 40, United-States, 0
28, Private, 37821, 7, 10, Divorced, Sales, Unmarried, White, Female, 0, 0, 45, United-States, 0
25, Private, 295108, 8, 9, Never-married, Handlers-cleaners, Unmarried, Black, Female, 0, 0, 25, United-States, 0
40, Private, 408717, 8, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, 1
35, Private, 255635, 12, 5, Married-civ-spouse, Craft-repair, Husband, Other, Male, 0, 0, 40, Mexico, 0
48, Self-emp-not-inc, 177783, 13, 4, Never-married, Farming-fishing, Not-in-family, White, Male, 0, 0, 50, United-States, 0
63, Self-emp-not-inc, 179400, 8, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 2290, 0, 20, United-States, 0
31, Private, 240283, 4, 13, Married-civ-spouse, Adm-clerical, Wife, White, Female, 0, 0, 40, United-States, 1
36, Private, 410034, 6, 12, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 45, United-States, 0
39, Private, 180667, 7, 10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, 0
24, Private, 196332, 8, 9, Never-married, Other-service, Own-child, Black, Female, 0, 0, 40, United-States, 0
32, Local-gov, 159187, 4, 13, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 35, United-States, 0
46, Private, 225065, 16, 1, Married-civ-spouse, Machine-op-inspct, Wife, White, Female, 0, 0, 40, Mexico, 0
19, Private, 178147, 8, 9, Never-married, Sales, Own-child, White, Male, 0, 0, 35, United-States, 0
30, Private, 272669, 7, 10, Never-married, Tech-support, Not-in-family, Asian-Pac-Islander, Male, 0, 0, 40, United-States, 0
35, Private, 347491, 5, 11, Never-married, Craft-repair, Not-in-family, White, Male, 0, 0, 40, United-States, 0
33, Private, 75167, 8, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 55, United-States, 0
25, Private, 133373, 8, 9, Separated, Craft-repair, Not-in-family, White, Male, 0, 0, 40, United-States, 0
64, Local-gov, 84737, 8, 9, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male, 0, 0, 35, United-States, 1
18, Private, 96483, 8, 9, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female, 0, 0, 20, United-States, 0
59, Private, 368005, 10, 7, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, 0
45, State-gov, 36032, 8, 9, Divorced, Protective-serv, Unmarried, Black, Female, 0, 0, 40, United-States, 0
30, Private, 174215, 1, 16, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 15, United-States, 0
24, Private, 228772, 14, 3, Never-married, Machine-op-inspct, Other-relative, White, Female, 0, 0, 40, Mexico, 0
22, Private, 242912, 8, 9, Never-married, Other-service, Unmarried, White, Female, 0, 0, 35, United-States, 0
49, Self-emp-inc, 86701, 7, 10, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male, 0, 0, 56, United-States, 1
35, Private, 166549, 9, 8, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, 0
48, Local-gov, 121622, 3, 14, Never-married, Prof-specialty, Unmarried, White, Female, 0, 1380, 40, United-States, 0
18, Private, 201613, 9, 8, Never-married, Sales, Own-child, White, Female, 0, 0, 20, United-States, 0
35, Private, 29874, 7, 10, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 40, United-States, 0
27, Private, 168138, 8, 9, Never-married, Exec-managerial, Own-child, White, Male, 0, 0, 40, United-States, 0
28, Private, 162404, 4, 13, Never-married, Craft-repair, Not-in-family, Black, Male, 0, 0, 60, United-States, 0
26, Private, 139116, 7, 10, Never-married, Other-service, Own-child, Black, Female, 0, 0, 50, United-States, 0
44, Private, 192381, 4, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 1848, 40, United-States, 1
39, Private, 370585, 8, 9, Separated, Machine-op-inspct, Not-in-family, Black, Male, 0, 0, 40, United-States, 0
40, State-gov, 151038, 4, 13, Divorced, Craft-repair, Not-in-family, White, Male, 0, 0, 40, United-States, 0
70, Self-emp-not-inc, 36311, 4, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 20051, 0, 35, United-States, 1
34, Private, 271933, 3, 14, Never-married, Exec-managerial, Unmarried, White, Female, 0, 0, 50, United-States, 0
34, Private, 182401, 6, 12, Divorced, Adm-clerical, Not-in-family, Black, Male, 0, 0, 40, United-States, 0
66, Private, 234743, 7, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States, 0
40, Private, 182140, 8, 9, Separated, Transport-moving, Unmarried, Black, Male, 0, 0, 40, United-States, 0
61, Self-emp-not-inc, 215591, 8, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 1887, 40, United-States, 1
59, Self-emp-not-inc, 96459, 13, 4, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, 0
47, Private, 188081, 8, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, 1
33, State-gov, 121245, 4, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 60, United-States, 1
18, Private, 127273, 10, 7, Never-married, Other-service, Other-relative, White, Male, 0, 0, 20, United-States, 0
25, Private, 114345, 12, 5, Never-married, Craft-repair, Unmarried, White, Male, 914, 0, 40, United-States, 0
22, Private, 341227, 7, 10, Never-married, Adm-clerical, Not-in-family, White, Male, 0, 0, 20, United-States, 0
40, Local-gov, 166893, 4, 13, Married-civ-spouse, Protective-serv, Husband, Black, Male, 0, 0, 40, United-States, 1
30, Private, 145231, 6, 12, Divorced, Adm-clerical, Own-child, White, Female, 0, 1762, 40, United-States, 0
73, Self-emp-not-inc, 102510, 13, 4, Married-civ-spouse, Farming-fishing, Husband, White, Male, 6418, 0, 99, United-States, 1
45, Self-emp-not-inc, 285335, 13, 4, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 10, United-States, 0
23, Private, 177087, 10, 7, Never-married, Adm-clerical, Unmarried, Black, Male, 0, 0, 35, United-States, 0
40, Private, 240504, 4, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 45, United-States, 1
39, Private, 218490, 4, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 1977, 40, United-States, 1
23, Private, 384651, 7, 10, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 40, United-States, 0
51, Private, 189551, 8, 9, Divorced, Craft-repair, Own-child, Black, Male, 0, 0, 40, United-States, 0
53, Private, 194791, 8, 9, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 45, United-States, 0
24, Private, 194630, 4, 13, Never-married, Tech-support, Not-in-family, White, Male, 0, 0, 35, United-States, 0
53, Private, 177647, 4, 13, Divorced, Exec-managerial, Unmarried, White, Male, 0, 0, 40, United-States, 0
49, Self-emp-not-inc, 51620, 1, 16, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 60, United-States, 0
34, Private, 251421, 8, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, 0
37, Self-emp-not-inc, 180477, 8, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 47, United-States, 0
40, State-gov, 391736, 5, 11, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, 0
23, State-gov, 170091, 7, 10, Never-married, Prof-specialty, Own-child, White, Female, 0, 0, 6, United-States, 0
36, Private, 175360, 3, 14, Never-married, Adm-clerical, Not-in-family, White, Male, 13550, 0, 50, United-States, 1
35, Private, 276153, 4, 13, Never-married, Tech-support, Not-in-family, Asian-Pac-Islander, Female, 4650, 0, 40, United-States, 0
53, Federal-gov, 105788, 4, 13, Divorced, Exec-managerial, Unmarried, Black, Female, 0, 0, 50, United-States, 1
42, Local-gov, 248476, 7, 10, Divorced, Transport-moving, Not-in-family, White, Male, 0, 0, 65, United-States, 1
32, Private, 168443, 3, 14, Married-civ-spouse, Exec-managerial, Wife, White, Female, 0, 0, 40, United-States, 0
33, Private, 120201, 8, 9, Divorced, Adm-clerical, Own-child, Other, Female, 0, 0, 65, United-States, 0
59, Private, 114678, 8, 9, Never-married, Craft-repair, Not-in-family, Black, Male, 0, 0, 60, United-States, 0
36, Private, 167440, 7, 10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 44, United-States, 0
37, Self-emp-not-inc, 265266, 2, 15, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, Cuba, 1
31, Private, 212235, 7, 10, Never-married, Sales, Not-in-family, White, Male, 0, 0, 45, United-States, 0
46, Private, 44671, 4, 13, Married-civ-spouse, Protective-serv, Husband, White, Male, 0, 0, 40, United-States, 0
44, State-gov, 87282, 4, 13, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female, 0, 0, 38, United-States, 0
27, Private, 112754, 4, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 1485, 60, United-States, 1
29, Self-emp-not-inc, 322238, 8, 9, Never-married, Farming-fishing, Not-in-family, White, Male, 0, 0, 40, United-States, 0
39, Private, 65382, 7, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, 0
